2021-06-21 22:15:00,270 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-06-21 22:15:00,296 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-06-21 22:15:00,297 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-06-21 22:15:00,297 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-06-21 22:15:00,307 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-06-21 22:15:00,307 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-06-21 22:15:00,308 INFO  SwAddin.cs: 201 - Setting up command manager
2021-06-21 22:15:00,309 INFO  SwAddin.cs: 204 - Adding command manager
2021-06-21 22:15:00,312 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-06-21 22:15:00,314 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-06-21 22:15:00,314 INFO  SwAddin.cs: 210 - Adding event handlers
2021-06-21 22:15:00,326 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-06-21 23:26:30,665 INFO  SwAddin.cs: 294 - Assembly export called for file rv6l_cell
2021-06-21 23:26:33,269 INFO  SwAddin.cs: 313 - Saving assembly
2021-06-21 23:26:33,680 INFO  SwAddin.cs: 316 - Opening property manager
2021-06-21 23:26:33,736 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rv6l_cell
2021-06-21 23:26:33,762 INFO  ExportHelperExtension.cs: 1136 - Found 41 in rv6l_cell
2021-06-21 23:26:33,765 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rv6l_cell
2021-06-21 23:26:33,766 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-06-21 23:26:33,774 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-06-21 23:26:33,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L1_cell-1
2021-06-21 23:26:33,778 INFO  ExportHelperExtension.cs: 1136 - Found 34 in RV6L_L1_cell-1
2021-06-21 23:26:33,781 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L1_cell-1
2021-06-21 23:26:33,782 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,783 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,785 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L2-1
2021-06-21 23:26:33,788 INFO  ExportHelperExtension.cs: 1136 - Found 32 in RV6L_L2-1
2021-06-21 23:26:33,791 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L2-1
2021-06-21 23:26:33,792 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L3-1
2021-06-21 23:26:33,793 INFO  ExportHelperExtension.cs: 1136 - Found 26 in RV6L_L3-1
2021-06-21 23:26:33,794 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L3-1
2021-06-21 23:26:33,795 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L5-1
2021-06-21 23:26:33,797 INFO  ExportHelperExtension.cs: 1136 - Found 39 in RV6L_L5-1
2021-06-21 23:26:33,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L5-1
2021-06-21 23:26:33,799 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L6-1
2021-06-21 23:26:33,800 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RV6L_L6-1
2021-06-21 23:26:33,801 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L6-1
2021-06-21 23:26:33,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RV6L_L4-1
2021-06-21 23:26:33,805 INFO  ExportHelperExtension.cs: 1136 - Found 26 in RV6L_L4-1
2021-06-21 23:26:33,806 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RV6L_L4-1
2021-06-21 23:26:33,807 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rv6l_cell
2021-06-21 23:26:33,808 INFO  ExportHelperExtension.cs: 1136 - Found 41 in rv6l_cell
2021-06-21 23:26:33,810 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rv6l_cell
2021-06-21 23:26:33,811 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-06-21 23:26:33,812 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-06-21 23:26:33,812 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RV6L_L1_cell-1
2021-06-21 23:26:33,813 INFO  ExportHelperExtension.cs: 1136 - Found 34 in RV6L_L1_cell-1
2021-06-21 23:26:33,814 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RV6L_L1_cell-1
2021-06-21 23:26:33,817 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,818 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,819 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RV6L_Greifer_Sauger-1
2021-06-21 23:26:33,819 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RV6L_L2-1
2021-06-21 23:26:33,820 INFO  ExportHelperExtension.cs: 1136 - Found 32 in RV6L_L2-1
2021-06-21 23:26:33,821 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RV6L_L2-1
